possible,0.003860678,j
heart,0.003835813,n
drug,0.003912723,n
show,0.003939812,n
leader,0.003876741,n
light,0.003966992,n
voice,0.004055563,n
wife,0.003793387,n
whole,0.00380042,j
police,0.003896797,n
mind,0.003757405,n
finally,0.003718519,r
pull,0.003958643,v
return,0.003712211,v
free,0.003724826,j
military,0.003863764,j
price,0.003831593,n
report,0.003774012,n
less,0.003762941,r
according,0.003801192,i
decision,0.003740208,n
explain,0.003666156,v
son,0.003670603,n
hope,0.003692836,v
even,0.003588565,c
develop,0.00384938,v
view,0.003690704,n
relationship,0.003836403,n
carry,0.003607895,v
town,0.00362187,n
road,0.003674777,n
drive,0.003651591,v
arm,0.003850741,n
true,0.003598184,j
federal,0.003712847,j
break,0.003598683,v
better,0.003554398,r
difference,0.003762079,n
thank,0.004019037,v
receive,0.003641336,v
value,0.003763485,n
international,0.003703046,j
building,0.00356134,n
action,0.003630401,n
full,0.003518688,j
model,0.003764892,n
join,0.003657625,v
season,0.00379983,n
society,0.003684079,n
because,0.003499131,i
tax,0.003662344,n
director,0.003621507,n
early,0.003430569,r
position,0.003499494,n
player,0.003691611,n
agree,0.00348266,v
especially,0.003462287,r
record,0.003516963,n
pick,0.003502806,v
wear,0.003535658,v
paper,0.003420496,n
special,0.003416639,j
space,0.003421041,n
ground,0.003390095,n
form,0.003561612,n
support,0.003473177,v
event,0.003428482,n
official,0.003585797,n
whose,0.003399215,d
matter,0.003350574,n
everyone,0.003381973,p
center,0.003383107,n
couple,0.003397264,n
site,0.003445407,n
end,0.00331686,v
project,0.003423355,n
hit,0.003357697,v
base,0.003443365,v
activity,0.003538335,n
star,0.003343903,n
table,0.003413463,n
need,0.003397537,n
court,0.003362825,n
produce,0.003365411,v
eat,0.003335282,v
American,0.003315226,n
teach,0.003297303,v
oil,0.003375257,n
half,0.003218442,d
situation,0.003294354,n
easy,0.003248934,j
cost,0.0033356,n
industry,0.003314863,n
figure,0.003396674,n
face,0.003153238,v
street,0.003250885,n
image,0.003276794,n
itself,0.003225838,p
phone,0.003248798,n
either,0.00315342,r
data,0.003475445,n
cover,0.003148428,v
quite,0.0031747,r
picture,0.003141259,n
clear,0.003115532,j
practice,0.003346172,n
piece,0.003126376,n
land,0.003164899,n
recent,0.003207325,j
describe,0.003238724,v
product,0.003216309,n
doctor,0.003151105,n
wall,0.003239314,n
patient,0.003276839,n
worker,0.003174519,n
news,0.003178557,n
test,0.003170344,n
movie,0.003148428,n
certain,0.003050464,j
north,0.003087581,n
love,0.003062579,n
personal,0.003081727,j
open,0.00305001,j
support,0.003150425,n
simply,0.00302705,r
third,0.003041797,m
technology,0.003156505,n
catch,0.003095204,v
step,0.003005271,n
baby,0.003080094,n
computer,0.003058223,n
type,0.003107319,n
attention,0.002961665,n
draw,0.002958353,v
film,0.003027595,n
Republican,0.003249342,n
tree,0.00302333,n
source,0.003033857,n
red,0.00300459,j
nearly,0.002943016,r
organization,0.003052733,n
choose,0.002919784,v
cause,0.002928088,v
hair,0.00315646,n
look,0.003003546,n
point,0.002857711,v
century,0.002979634,n
evidence,0.002965704,n
window,0.003099242,n
difficult,0.002901589,j
listen,0.002948643,v
soon,0.002866242,r
culture,0.003045926,n
billion,0.002960395,m
chance,0.00284419,n
brother,0.002877041,n
energy,0.002910301,n
period,0.002928224,n
course,0.002904538,n
summer,0.002836068,n
less,0.002820232,d
realize,0.002801083,v
hundred,0.002779939,m
available,0.002867104,j
plant,0.002880217,n
likely,0.00285871,j
opportunity,0.002832392,n
term,0.002856895,n
short,0.002742958,j
letter,0.002739237,n
condition,0.002880807,n
choice,0.002744592,n
place,0.002764557,v
single,0.002725761,j
rule,0.002770682,n
daughter,0.002741733,n
administration,0.002816466,n
south,0.00275108,n
husband,0.002728211,n
Congress,0.002851404,n
floor,0.002834026,n
campaign,0.002911798,n
material,0.002833209,n
population,0.002858573,n
well,0.002777806,i
call,0.002701758,n
economy,0.002767415,n
medical,0.002696358,j
hospital,0.0026621,n
church,0.002698264,n
close,0.002762606,v
thousand,0.002645674,m
risk,0.002742096,n
current,0.002779304,j
fire,0.002694634,n
future,0.002632652,n
wrong,0.002676575,j
involve,0.002701712,v
defense,0.002708927,n
anyone,0.002644177,p
increase,0.00274255,v
security,0.002673217,n
bank,0.002676756,n
myself,0.002709608,p
certainly,0.002710651,r
west,0.002639413,n
sport,0.002677391,n
board,0.002651528,n
seek,0.002654205,v
per,0.002696721,i
subject,0.002785883,n
officer,0.002614366,n
private,0.002597622,j
rest,0.002573392,n
behavior,0.002841603,n
deal,0.002607333,v
performance,0.002718365,n
fight,0.002581197,v
throw,0.002621943,v
top,0.002620083,n
quickly,0.002561595,r
past,0.002567675,j
goal,0.002664777,n
second,0.002541993,n
bed,0.002736288,n
order,0.002562911,n
author,0.002645357,n
fill,0.002582513,v
represent,0.002665503,v
focus,0.002594401,v
foreign,0.002610872,j
drop,0.002561322,v
plan,0.002533235,v
blood,0.002556921,n
upon,0.002587867,i
agency,0.002584282,n
push,0.002545668,v
nature,0.002628523,n
color,0.002585371,n
no,0.00247756,r
recently,0.002540632,r
store,0.002547665,n
reduce,0.002587685,v
sound,0.002578565,n
note,0.002587504,v
fine,0.002503515,j
before,0.002523208,r
near,0.002489676,i
movement,0.002550115,n
page,0.002538136,n
enter,0.002471979,v
share,0.002450698,v
than,0.002528244,i
common,0.002538272,j
poor,0.002442077,j
other,0.002467124,p
natural,0.002519487,j
race,0.002488269,n
concern,0.002504831,n
series,0.002475156,n
significant,0.002674714,j
similar,0.002536502,j
hot,0.002477515,j
language,0.002531874,n
each,0.002434953,p
usually,0.002426514,r
response,0.002556513,n
dead,0.002500656,j
rise,0.002429463,v
animal,0.002410632,n
factor,0.002614139,n
decade,0.002437857,n
article,0.002489766,n
shoot,0.002406594,v
east,0.002405324,n
save,0.002362535,v
seven,0.002359994,m
artist,0.002466262,n
away,0.002359722,i
scene,0.002325373,n
stock,0.002464084,n
career,0.002364078,n
despite,0.002337987,i
central,0.002382228,j
eight,0.002308267,m
thus,0.002588139,r
treatment,0.002422566,n
beyond,0.002302413,i
happy,0.002344476,j
exactly,0.002390577,r
protect,0.002298193,v
approach,0.002449337,n
lie,0.002343931,v
size,0.002353505,n
dog,0.00237524,n
fund,0.002443847,n
serious,0.002281677,j
occur,0.002394343,v
media,0.002350329,n
ready,0.002306542,j
sign,0.002270787,n
thought,0.002337216,n
list,0.002299509,n
individual,0.002483731,n
simple,0.002295199,j
quality,0.002369659,n
pressure,0.00230382,n
accept,0.002266567,v
answer,0.002267338,n
hard,0.002304727,r
resource,0.002422929,n
identify,0.002426831,v
left,0.00229048,j
meeting,0.002264934,n
determine,0.002365394,v
prepare,0.002232808,v
disease,0.002323694,n
whatever,0.00227782,d
success,0.002293293,n
argue,0.00231471,v
cup,0.002433592,n
particularly,0.002283673,r
amount,0.002266204,n
ability,0.002335718,n
staff,0.002276776,n
recognize,0.002270651,v
indicate,0.002414625,v
character,0.002247419,n
growth,0.002309764,n
loss,0.00225781,n
degree,0.002296515,n
wonder,0.002308448,v
attack,0.002309492,n
herself,0.002401013,p
region,0.002310218,n
television,0.002253908,n
box,0.002253635,n
TV,0.002243244,n
training,0.002268609,n
pretty,0.002286214,r
trade,0.002254951,n
deal,0.002222236,n
election,0.002328731,n
everybody,0.00232079,p
physical,0.002334584,j
lay,0.002239614,v
general,0.002253182,j
feeling,0.002148456,n
standard,0.002263119,n
bill,0.002223869,n
message,0.002156805,n
fail,0.002155444,v
outside,0.002115741,i
arrive,0.002152358,v
analysis,0.002442985,n
benefit,0.002204948,n
name,0.002149636,v
sex,0.002170145,n
forward,0.002172414,r
lawyer,0.002171325,n
present,0.002253272,v
section,0.002258037,n
environmental,0.002322832,j
glass,0.002254497,n
answer,0.002162613,v
skill,0.002288302,n
sister,0.002186299,n
PM,0.002484957,r
professor,0.002113336,n
operation,0.002145144,n
financial,0.002169056,j
crime,0.002178449,n
stage,0.002102945,n
ok,0.002481871,r
compare,0.002182261,v
authority,0.002146641,n
miss,0.002111067,v
design,0.002205447,n
sort,0.002136523,n
one,0.002068914,n
act,0.002071274,v
ten,0.002124771,m
knowledge,0.002283946,n
gun,0.00214646,n
station,0.002100813,n
blue,0.002160844,j
state,0.002176952,v
strategy,0.002229087,n
little,0.002063151,d
clearly,0.002083253,r
discuss,0.002125905,v
indeed,0.002095594,r
force,0.00203874,v
truth,0.002048904,n
song,0.002057843,n
example,0.002138701,n
democratic,0.002146187,j
check,0.002076356,v
environment,0.002169238,n
leg,0.002154264,n
dark,0.002158257,j
public,0.002072907,n
various,0.002122502,j
rather,0.002038876,r
laugh,0.002203723,v
guess,0.002180083,v
executive,0.002147957,n
set,0.002047361,n
study,0.002037197,v
prove,0.00201029,v
hang,0.002115922,v
entire,0.00199636,j
rock,0.00205208,n
design,0.002084795,v
enough,0.002013647,d
forget,0.00206778,v
since,0.002068687,i
claim,0.002008248,v
note,0.002029166,n
remove,0.002027487,v
manager,0.002095731,n
help,0.001983836,n
close,0.001976894,j
sound,0.002055982,v
enjoy,0.001997403,v
network,0.002047406,n
legal,0.002033703,j
religious,0.00210653,j
cold,0.002025944,j
form,0.002025808,v
final,0.001977847,j
main,0.001983201,j
science,0.002074813,n
green,0.002027033,j
memory,0.001975215,n
card,0.001978573,n
above,0.002002394,i
seat,0.002014827,n
cell,0.002034202,n
establish,0.002083661,v
nice,0.002032433,j
trial,0.002018684,n
expert,0.001991867,n
that,0.00196741,r
spring,0.002000353,n
firm,0.00202844,n
Democrat,0.00212831,n
radio,0.001958199,n
visit,0.001948444,v
management,0.002046953,n
care,0.001950123,v
avoid,0.00194613,v
imagine,0.001973218,v
tonight,0.002157531,r
huge,0.001932154,j
ball,0.001974353,n
no,0.002039647,u
close,0.001943226,r
finish,0.001957609,v
yourself,0.001969316,p
talk,0.001963236,n
theory,0.002066963,n
impact,0.001986604,n
respond,0.001912053,v
statement,0.001948444,n
maintain,0.001973491,v
charge,0.001921763,n
popular,0.00192385,j
traditional,0.001982021,j
onto,0.001975532,i
reveal,0.001933198,v
direction,0.001873076,n
weapon,0.00195829,n
employee,0.001943135,n
cultural,0.002072408,j
contain,0.001930339,v
peace,0.001918133,n
head,0.001890228,v
control,0.001895355,v
base,0.001867359,n
pain,0.001876252,n
apply,0.001923487,v
play,0.001890409,n
measure,0.001993682,n
wide,0.001870943,j
shake,0.002049131,v
fly,0.001877296,v
interview,0.001887324,n
manage,0.001839317,v
chair,0.001962737,n
fish,0.001882514,n
particular,0.00191895,j
camera,0.001870263,n
structure,0.00198007,n
politics,0.001894765,n
perform,0.001890636,v
bit,0.001901889,n
weight,0.001902071,n
suddenly,0.001968454,r
discover,0.001837184,v
candidate,0.00196251,n
top,0.001882332,j
production,0.001908105,n
treat,0.001826975,v
trip,0.00183419,n
evening,0.001854971,n
affect,0.001882877,v
inside,0.001853837,i
conference,0.001844172,n
unit,0.001864319,n
best,0.001813136,r
style,0.001855334,n
adult,0.001846985,n
worry,0.001824525,v
range,0.001875163,n
mention,0.001806602,v
rather,0.00188569,i
far,0.001813499,j
deep,0.001820713,j
past,0.001794986,n
edge,0.001858556,n
individual,0.001920493,j
specific,0.00192376,j
writer,0.001799841,n
trouble,0.001799523,n
necessary,0.001850207,j
throughout,0.00182271,i
challenge,0.001832239,n
fear,0.001763133,n
shoulder,0.001943997,n
institution,0.001912688,n
middle,0.001833237,j
sea,0.001793035,n
dream,0.001797436,n
bar,0.001808326,n
beautiful,0.001817356,j
property,0.001816221,n
instead,0.001771935,r
improve,0.001824706,v
stuff,0.001823164,n
detail,0.001758277,n
method,0.001936011,n
sign,0.001788588,v
somebody,0.001889366,p
magazine,0.00177856,n
hotel,0.001798752,n
soldier,0.001794668,n
reflect,0.001846169,v
heavy,0.001776881,j
sexual,0.00189962,j
cause,0.001762497,n
bag,0.001815314,n
heat,0.001831467,n
fall,0.001761544,n
marriage,0.001747705,n
tough,0.001796846,j
sing,0.001750337,v
surface,0.001786274,n
purpose,0.001818808,n
exist,0.001785094,v
pattern,0.00183301,n
whom,0.001721978,p
skin,0.001810141,n
agent,0.001736271,n
owner,0.001791946,n
machine,0.001742714,n
gas,0.001733049,n
down,0.001798343,i
ahead,0.00180161,r
generation,0.001738902,n
commercial,0.001842584,j
address,0.001804741,v
cancer,0.001788089,n
test,0.001753468,v
item,0.001830242,n
reality,0.00174226,n
coach,0.001847485,n
step,0.001785775,v
Mrs,0.001839725,n
yard,0.001781101,n
beat,0.001736407,v
violence,0.001745754,n
total,0.001760455,j
tend,0.001737632,v
investment,0.001761,n
discussion,0.001797572,n
finger,0.001853202,n
garden,0.001760546,n
notice,0.001765537,v
collection,0.001743803,n
modern,0.001741126,j
task,0.001779105,n
partner,0.001703374,n
positive,0.001783687,j
civil,0.00171254,j
kitchen,0.001784686,n
consumer,0.001727831,n
shot,0.001701786,n
budget,0.001777108,n
wish,0.001703011,v
painting,0.0017816,n
scientist,0.001710634,n
safe,0.001658317,j
agreement,0.001730644,n
capital,0.001698972,n
mouth,0.001824071,n
nor,0.001689308,c
victim,0.001673336,n
newspaper,0.001702557,n
instead,0.001644704,i
threat,0.00167987,n
responsibility,0.001682683,n
smile,0.001881833,v
attorney,0.001722386,n
score,0.001782961,n
account,0.001669161,n
interesting,0.001700334,j
break,0.001830787,n
audience,0.001643797,n
rich,0.001630774,j
dinner,0.00168595,n
figure,0.001639713,v
vote,0.001790675,n
western,0.001696522,j
relate,0.00177611,v
travel,0.001621971,v
debate,0.001689217,n
prevent,0.001652599,v
citizen,0.001652009,n
majority,0.001667891,n
none,0.001604411,p
front,0.001695342,i
born,0.001604094,v
admit,0.00159461,v
senior,0.001660631,j
assume,0.001631681,v
wind,0.001655186,n
key,0.001636037,j
professional,0.001647971,j
mission,0.001597968,n
fast,0.001609629,r
alone,0.001587305,r
customer,0.001633496,n
suffer,0.001573375,v
speech,0.001610991,n
successful,0.001608949,j
option,0.001607814,n
participant,0.001881334,n
southern,0.001602369,j
fresh,0.001632317,j
eventually,0.001566977,r
no,0.001588848,p
forest,0.001607587,n
video,0.001598558,n
global,0.001650784,j
Senate,0.001670205,n
reform,0.00163817,n
access,0.001602188,n
restaurant,0.001628868,n
judge,0.001609176,n
publish,0.001590935,v
cost,0.001585444,v
relation,0.001677193,n
like,0.00161698,c
release,0.001556405,v
own,0.001568928,v
bird,0.001580635,n
opinion,0.00156548,n
credit,0.001568973,n
critical,0.00162551,j
corner,0.001610628,n
concerned,0.001557766,j
recall,0.001562802,v
version,0.001563438,n
stare,0.001781691,v
safety,0.001551277,n
effective,0.001626736,j
neighborhood,0.001574101,n
original,0.001559445,j
act,0.001547466,n
troop (PL),0.001633542,n
income,0.001584718,n
directly,0.00154683,r
hurt,0.001562939,v
species,0.001624603,n
immediately,0.001500412,r
track,0.001533127,n
basic,0.001578502,j
strike,0.001508171,v
hope,0.001498234,n
sky,0.001594519,n
freedom,0.001550642,n
absolutely,0.001667074,r
plane,0.001538209,n
nobody,0.001555452,p
achieve,0.001595654,v
object,0.001589937,n
attitude,0.00160795,n
labor,0.001560897,n
refer,0.001557131,v
concept,0.001630955,n
client,0.001543972,n
powerful,0.001504223,j
perfect,0.001518063,j
nine,0.001495874,m
therefore,0.001626327,r
conduct,0.001583992,v
announce,0.001511211,v
conversation,0.001499459,n
examine,0.001625601,v
touch,0.001576188,v
please,0.001574917,r
attend,0.001514614,v
completely,0.001476953,r
vote,0.001598286,v
variety,0.001553727,n
sleep,0.001579092,v
turn,0.001494831,n
involved,0.001516792,j
investigation,0.001535895,n
nuclear,0.001554726,j
researcher,0.001576415,n
press,0.001515975,n
conflict,0.001574963,n
spirit,0.00149474,n
experience,0.001543155,v
replace,0.001483215,v
British,0.00149415,j
encourage,0.001513162,v
argument,0.001515249,n
by,0.001477407,r
once,0.001460164,c
camp,0.001481899,n
brain,0.001490656,n
feature,0.001512981,n
afternoon,0.001506538,n
AM,0.001563211,r
weekend,0.001508216,n
dozen,0.001471599,m
possibility,0.001473142,n
along,0.00147355,r
insurance,0.001494105,n
department,0.001463431,n
battle,0.001451498,n
beginning,0.001445917,n
date,0.001427812,n
generally,0.001506038,r
African,0.00156802,j
very,0.00144324,j
sorry,0.001554998,j
crisis,0.001493923,n
complete,0.001488887,v
fan,0.001493696,n
stick,0.001463749,v
define,0.001540841,v
easily,0.00144088,r
through,0.001444646,r
hole,0.0014657,n
element,0.001499777,n
vision,0.001468241,n
status,0.001520558,n
normal,0.001418646,j
Chinese,0.001467152,j
ship,0.001478677,n
solution,0.001454356,n
stone,0.001476091,n
slowly,0.001515658,r
scale,0.001559762,n
bit,0.001455944,r
university,0.001497372,n
introduce,0.001422276,v
driver,0.001435344,n
attempt,0.001449456,n
park,0.001466608,n
spot,0.001434391,n
lack,0.001459121,n
ice,0.001437749,n
boat,0.001455581,n
drink,0.001455536,v
sun,0.001481309,n
front,0.001455944,j
distance,0.001423864,n
wood,0.001442967,n
handle,0.001390015,v
truck,0.001430943,n
return,0.001409254,n
mountain,0.001421233,n
survey,0.001487571,n
supposed,0.001406849,j
tradition,0.001456988,n
winter,0.001416922,n
village,0.00139487,n
Soviet,0.001642254,j
refuse,0.001369097,v
sales,0.001458576,n
roll,0.001433484,v
communication,0.001432803,n
run,0.001421369,n
screen,0.001395641,n
gain,0.001391512,v
resident,0.001444555,n
hide,0.001411069,v
gold,0.001394507,n
club,0.001397547,n
future,0.001429037,j
farm,0.001374451,n
potential,0.001419735,j
increase,0.00141783,n
middle,0.001370277,n
European,0.001427268,j
presence,0.001389561,n
independent,0.001408618,j
district,0.00142146,n
shape,0.001379216,n
reader,0.001426678,n
Ms,0.001434301,n
contract,0.001402357,n
crowd,0.00138584,n
Christian,0.001394189,j
express,0.001404217,v
apartment,0.001407166,n
willing,0.001344685,j
strength,0.001350765,n
previous,0.001383481,j
band,0.001350765,n
obviously,0.001420189,r
horse,0.001406304,n
interested,0.001322905,j
target,0.001355167,n
prison,0.0013725,n
ride,0.001382846,v
guard,0.001368462,n
terms,0.00140644,i
demand,0.001384797,n
reporter,0.001380123,n
deliver,0.001323541,v
text,0.001466335,n
share,0.001395369,n
tool,0.001374224,n
wild,0.001337334,j
vehicle,0.001334975,n
observe,0.001394688,v
flight,0.001340148,n
inside,0.00139369,r
facility,0.001366102,n
understanding,0.001421097,n
average,0.001348406,j
emerge,0.001338378,v
advantage,0.0013313,n
quick,0.001320773,j
light,0.001349041,j
